"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"FBgn0026079",-0.54763703809534,6.09260697233976,-4.13238459935491,0.00158008168369207,0.00496270938535039,-1.78496642263593
"FBgn0004832",-0.426553256574377,3.45882317060142,-3.07525714054028,0.0102769779909493,0.022745050017522,-3.43415515982534
"FBgn0029693",1.01668192775414,5.12238699427062,6.89408934917242,2.29252064495594e-05,0.000158803231026901,2.67552914193479
"FBgn0022768",0.269744056305484,5.39472027787908,2.78274187369396,0.0174404445072378,0.0352145243952864,-4.19514391672077
"FBgn0052773",-0.45701276278798,0.880764407972348,-0.691604163716274,0.503172410518316,0.579084090719347,-5.83964586619152
"FBgn0011760",0.204485631259667,8.30083436845196,2.37395616126047,0.0363710766307599,0.0643271607012568,-4.87466217780501
"FBgn0028325",-1.01912646253821,8.01903361874936,-4.70698524107992,0.00060054635018174,0.00224032298475148,-0.738134569987646
"FBgn0052772",-0.559086149893928,4.01731535297206,-3.35594830321603,0.00619927409390616,0.0150512608233443,-3.00972680016635
"FBgn0029737",1.45300829050516,5.72950162935994,8.10585199880398,4.90691777787029e-06,4.55073034526347e-05,4.28038903714027
"FBgn0004368",0.736550864932306,5.12861493799267,2.50015781638278,0.0290217153873221,0.053585319871286,-4.6728370788842
"FBgn0003449",-0.145139673848312,5.43220122545249,-1.04935573409591,0.31597756391531,0.393183047351113,-6.82847393598845
"FBgn0029755",-1.10442901239273,4.6903545938608,-9.72744276436603,7.96786010297683e-07,1.11764592625653e-05,6.20932221346893
"FBgn0014024",0.07515931864069,5.8613593024365,0.507329760754738,0.621695441586817,0.689535633194181,-7.26709956450026
"FBgn0052767",0.285356872014445,5.1271688509128,2.03155952061249,0.0664384413750841,0.105826532164149,-5.46988620195739
"FBgn0026751",0.0914305831191067,4.74512070008712,0.745103392574623,0.471449453959487,0.548885233317816,-7.05634735462812
"FBgn0029763",-0.375676523253437,5.86656062204801,-2.63723123818722,0.0226802724768075,0.0438369297171407,-4.47158272915739
"FBgn0029765",-3.27326178017905,1.01936154967738,-2.48355953178835,0.0298986169778648,0.0548579193759067,-3.52759229150575
"FBgn0029766",-0.196263134009038,5.62898943081,-0.609235384368624,0.554440849675012,0.627902329060125,-7.20339105119101
"FBgn0029771",-0.0694768503163226,3.96884959795661,-0.359938833357988,0.725541537363641,0.779858443161272,-7.16255565345775
"FBgn0026702",-0.913017160873865,3.81255495328022,-5.85146699282971,0.000100122811789017,0.000527539660096709,1.28948536052274
"FBgn0004687",1.52894407119421,7.91000655762681,10.5444462578996,3.48756009442237e-07,6.45242763798447e-06,7.04863306929476
"FBgn0029778",0.660617811751093,4.43593303452505,3.46978247474389,0.00505651250823078,0.0127424115207416,-2.88601664403655
"FBgn0029769",-2.24663433051137,0.43452397771002,-2.44473967027242,0.0320515228047755,0.0579927033070808,-3.6110074569661
"FBgn0029756",0.297004099020326,2.74696695704909,1.9228701567702,0.0800999483183529,0.123730801587513,-5.18944177304123
"FBgn0028474",0.089666529227145,6.10240042464428,0.805367531922223,0.437255444470817,0.516705136449236,-7.06333814754571
"FBgn0029785",-0.344576356620889,10.1997665718074,-2.24053955993947,0.0460886586013705,0.0780027598561407,-5.04123569399311
"FBgn0000394",0.630732465493828,4.47474067291227,4.41589662836572,0.000975113308987398,0.00333620227625464,-1.19906657330965
"FBgn0029791",-1.20215821062366,0.888340352267559,-1.50987451042096,0.158567954915166,0.220097742548914,-4.97941759692319
"FBgn0029798",-0.612777214156186,3.74970225552545,-4.14888626307849,0.00153588988778182,0.00483805314651273,-1.52529774770121
"FBgn0029801",0.722028774030274,5.32735246180905,3.96229372028489,0.00212065429299734,0.0062642447749493,-2.06516420420077
"FBgn0029814",3.17206281283284,2.09629189355093,5.30419157058539,0.000230436099718556,0.00104145146366308,0.796109631430876
